Start Time;Duration;Title;Device Type;Bookmark;Latest Bookmark;Type;Genre
12/4/21 12:18;0:43:14;Anne with an E: Season 1: An Inward Treasure Born (Episode 4);Sony Sony Android TV 2018 M2 4K Smart TV;0:43:40;0:43:40;Emotional, Heartfelt;TV Dramas
12/4/21 11:29;0:43:03;Anne with an E: Season 1: But What Is So Headstrong as Youth? (Episode 3);Sony Sony Android TV 2018 M2 4K Smart TV;0:43:42;0:43:42;Emotional, Heartfelt;TV Dramas
12/4/21 11:12;0:16:17;Anne with an E: Season 1: I Am No Bird, and No Net Ensnares Me (Episode 2);Sony Sony Android TV 2018 M2 4K Smart TV;0:43:45;0:43:45;Emotional, Heartfelt;TV Dramas
11/27/21 12:47;0:23:00;Anne with an E: Season 1: I Am No Bird, and No Net Ensnares Me (Episode 2);Sony Sony Android TV 2018 M2 4K Smart TV;0:27:31;Not latest view;Emotional, Heartfelt;TV Dramas
11/27/21 11:19;1:27:43;Anne with an E: Season 1: Your Will Shall Decide Your Destiny (Episode 1);Sony Sony Android TV 2018 M2 4K Smart TV;1:27:53;1:27:53;Emotional, Heartfelt;TV Dramas
11/27/21 10:42;0:27:03;Love Me Instead;Sony Sony Android TV 2018 M2 4K Smart TV;1:59:52;1:59:52;Sentimental, Intimate;Social Issue Dramas
11/18/21 8:00;0:34:55;The Club: Season 1: Episode 5;Safari MAC (Cadmium);0:38:58;0:38:58;Bittersweat, Intimate, Emotional;Social Issue Dramas
11/18/21 7:31;0:00:50;The Club: Season 1: Episode 4;Safari MAC (Cadmium);0:01:39;0:01:39;Bittersweat, Intimate, Emotional;Social Issue Dramas
11/18/21 6:35;0:17:28;The Club: Season 1: Episode 3;Safari MAC (Cadmium);0:51:07;0:51:07;Bittersweat, Intimate, Emotional;Social Issue Dramas
11/16/21 13:20;0:14:18;The Club: Season 1: Episode 2;Safari MAC (Cadmium);0:47:23;0:47:23;Bittersweat, Intimate, Emotional;Social Issue Dramas
11/16/21 11:02;0:50:01;The Club: Season 1: Episode 1;Safari MAC (Cadmium);0:50:09;0:50:09;Bittersweat, Intimate, Emotional;Social Issue Dramas
11/9/21 8:26;1:37:08;Love Hard;Safari MAC (Cadmium);1:38:54;1:38:54;Charming, Feel-Good, Romantic;Romantic Comedy Movies
11/9/21 7:49;0:27:27;A Beautiful Mind;Safari MAC (Cadmium);2:08:45;2:08:45;Sentimental, Bittersweat, Heartfelt;Drama Movies
11/8/21 17:53;1:41:08;A Beautiful Mind;Safari MAC (Cadmium);1:41:09;Not latest view;Sentimental, Bittersweat, Heartfelt;Drama Movies
10/26/21 13:45;0:49:31;Love 101: Season 2: Episode 8;Sony Sony Android TV 2018 M2 4K Smart TV;0:48:12;0:48:12;Nostalgic, Heartfelt, Emotional;Teen TV Shows
10/26/21 12:52;0:46:45;Love 101: Season 2: Episode 7;Sony Sony Android TV 2018 M2 4K Smart TV;0:46:17;0:46:17;Nostalgic, Heartfelt, Emotional;Teen TV Shows
10/26/21 12:21;0:31:22;Love 101: Season 2: Episode 6;Sony Sony Android TV 2018 M2 4K Smart TV;0:48:17;0:48:17;Nostalgic, Heartfelt, Emotional;Teen TV Shows
10/24/21 17:18;0:14:36;Love 101: Season 2: Episode 6;Sony Sony Android TV 2018 M2 4K Smart TV;0:17:34;Not latest view;Nostalgic, Heartfelt, Emotional;Teen TV Shows
10/24/21 16:29;0:47:34;Love 101: Season 2: Episode 5;Sony Sony Android TV 2018 M2 4K Smart TV;0:48:32;0:48:32;Nostalgic, Heartfelt, Emotional;Teen TV Shows
10/24/21 16:27;0:02:01;Love 101: Season 2: Episode 4;Sony Sony Android TV 2018 M2 4K Smart TV;0:41:08;0:41:08;Nostalgic, Heartfelt, Emotional;Teen TV Shows
10/24/21 15:47;0:32:11;Love 101: Season 2: Episode 4;iPhone 12 Pro;0:39:09;Not latest view;Nostalgic, Heartfelt, Emotional;Teen TV Shows
10/24/21 15:43;0:01:17;Love 101: Season 2: Episode 4;iPhone 12 Pro;0:02:37;Not latest view;Nostalgic, Heartfelt, Emotional;Teen TV Shows
10/19/21 13:14;0:01:31;Love 101: Season 2: Episode 4;Safari MAC (Cadmium);0:01:31;Not latest view;Nostalgic, Heartfelt, Emotional;Teen TV Shows
10/19/21 12:58;0:08:08;Love 101: Season 2: Episode 3;Safari MAC (Cadmium);0:45:15;0:45:15;Nostalgic, Heartfelt, Emotional;Teen TV Shows
10/16/21 14:43;2:00:27;Brokeback Mountain;Safari MAC (Cadmium);2:08:28;2:08:28;Intımate, Emotional, Heartfelt;Romantic Drama Movies
10/7/21 22:18;0:00:19;Brokeback Mountain;iPhone 12 Pro;1:28:27;Not latest view;Intımate, Emotional, Heartfelt;Romantic Drama Movies
10/2/21 16:02;0:04:32;Love 101: Season 2: Episode 3;iPhone 12 Pro;0:40:12;Not latest view;Nostalgic, Heartfelt, Emotional;Teen TV Shows
10/2/21 11:57;0:34:30;Love 101: Season 2: Episode 3;Sony Sony Android TV 2018 M2 4K Smart TV;0:34:30;Not latest view;Nostalgic, Heartfelt, Emotional;Teen TV Shows
10/2/21 10:59;0:47:17;Love 101: Season 2: Episode 2;Sony Sony Android TV 2018 M2 4K Smart TV;0:47:17;0:47:17;Nostalgic, Heartfelt, Emotional;Teen TV Shows
10/2/21 9:48;0:43:08;Love 101: Season 2: Episode 1;Sony Sony Android TV 2018 M2 4K Smart TV;0:48:38;0:48:38;Nostalgic, Heartfelt, Emotional;Teen TV Shows
9/30/21 13:00;0:05:30;Love 101: Season 2: Episode 1;Safari MAC (Cadmium);0:05:32;Not latest view;Nostalgic, Heartfelt, Emotional;Teen TV Shows
9/30/21 12:39;0:04:08;Love 101: Season 2: Episode 1;Safari MAC (Cadmium);0:00:02;Not latest view;Nostalgic, Heartfelt, Emotional;Teen TV Shows
9/25/21 12:08;0:48:34;Sex Education: Season 2: Episode 6;Sony Sony Android TV 2018 M2 4K Smart TV;0:48:40;0:48:40;Raunchy, Bittersweat, Heartfelt;Teen TV Shows
9/25/21 11:22;0:45:36;Sex Education: Season 2: Episode 5;Sony Sony Android TV 2018 M2 4K Smart TV;0:51:24;0:51:24;Raunchy, Bittersweat, Heartfelt;Teen TV Shows
9/25/21 11:20;0:01:59;Sex Education: Season 2: Episode 7;Sony Sony Android TV 2018 M2 4K Smart TV;0:01:59;0:01:59;Raunchy, Bittersweat, Heartfelt;Teen TV Shows
9/23/21 11:45;1:28:53;The Boy in the Striped Pajamas;Safari MAC (Cadmium);1:30:09;1:30:09;Emotional;Military Movies
9/23/21 11:43;0:00:37;Gilmore Girls: Season 1: Pilot (Episode 1);Safari MAC (Cadmium);0:23:19;Not latest view;Witty, Romantic, Intimate;Romantic TV Dramas
9/23/21 8:37;0:07:53;Gilmore Girls: Season 1: Pilot (Episode 1);Safari MAC (Cadmium);0:22:41;Not latest view;Witty, Romantic, Intimate;Romantic TV Dramas
9/23/21 8:36;0:00:07;Gilmore Girls: Season 1: Kill Me Now (Episode 3);Safari MAC (Cadmium);0:00:07;Not latest view;Witty, Romantic, Intimate;Romantic TV Dramas
9/22/21 22:18;0:01:15;Tiny Pretty Things: Season 1: Push Comes to Shove (Episode 10);iPhone 12 Pro;0:55:53;0:55:53;Steamy, Suspenseful;Teen TV Shows
9/21/21 8:54;0:22:34;Tiny Pretty Things: Season 1: It's Not the Waking, It's the Rising (Episode 9);Sony Sony Android TV 2018 M2 4K Smart TV;0:52:28;0:52:28;Steamy, Suspenseful;Teen TV Shows
9/20/21 12:39;0:51:35;Tiny Pretty Things: Season 1: Relevé (Episode 8);Sony Sony Android TV 2018 M2 4K Smart TV;0:51:39;0:51:39;Steamy, Suspenseful;Teen TV Shows
9/20/21 11:45;0:53:41;Tiny Pretty Things: Season 1: Catch & Release (Episode 7);Sony Sony Android TV 2018 M2 4K Smart TV;0:53:45;0:53:45;Steamy, Suspenseful;Teen TV Shows
9/20/21 11:19;0:21:49;Tiny Pretty Things: Season 1: Joie de Vivre (Episode 6);Sony Sony Android TV 2018 M2 4K Smart TV;0:55:07;0:55:07;Steamy, Suspenseful;Teen TV Shows
9/20/21 6:38;0:54:46;Tiny Pretty Things: Season 1: Split Sole (Episode 5);Sony Sony Android TV 2018 M2 4K Smart TV;0:54:50;0:54:50;Steamy, Suspenseful;Teen TV Shows
9/20/21 6:31;0:05:20;Tiny Pretty Things: Season 1: Dance Dance Revolution (Episode 4);Sony Sony Android TV 2018 M2 4K Smart TV;0:52:53;0:52:53;Steamy, Suspenseful;Teen TV Shows
9/19/21 7:24;0:53:45;Tiny Pretty Things: Season 1: Class Act (Episode 3);Sony Sony Android TV 2018 M2 4K Smart TV;0:53:49;0:53:49;Steamy, Suspenseful;Teen TV Shows
9/19/21 6:28;0:55:24;Tiny Pretty Things: Season 1: Range of Motion (Episode 2);Sony Sony Android TV 2018 M2 4K Smart TV;0:55:22;0:55:22;Steamy, Suspenseful;Teen TV Shows
9/13/21 13:23;0:00:56;Friends: Season 1: The One Where Underdog Gets Away (Episode 9);Sony Sony Android TV 2018 M2 4K Smart TV;0:00:56;0:00:56;Witty, Quirky;Sitcoms
9/13/21 13:00;0:22:40;Friends: Season 1: The One Where Nana Dies Twice (Episode 8);Sony Sony Android TV 2018 M2 4K Smart TV;0:22:40;0:22:40;Witty, Quirky;Sitcoms
9/13/21 12:38;0:22:20;Friends: Season 1: The One with the Blackout (Episode 7);Sony Sony Android TV 2018 M2 4K Smart TV;0:22:30;0:22:30;Witty, Quirky;Sitcoms
9/13/21 10:49;0:00:04;Clickbait: Limited Series: The Mistress (Episode 4);Sony Sony Android TV 2018 M2 4K Smart TV;0:00:10;0:00:10;Suspenseful, Emotional, Exciting;Crime TV Shows
9/13/21 10:03;0:45:57;Clickbait: Limited Series: The Wife (Episode 3);Sony Sony Android TV 2018 M2 4K Smart TV;0:46:03;0:46:03;Suspenseful, Emotional, Exciting;Crime TV Shows
9/13/21 9:17;0:46:35;Clickbait: Limited Series: The Detective (Episode 2);Sony Sony Android TV 2018 M2 4K Smart TV;0:46:41;0:46:41;Suspenseful, Emotional, Exciting;Crime TV Shows
9/13/21 8:57;0:18:58;Clickbait: Limited Series: The Sister (Episode 1);Sony Sony Android TV 2018 M2 4K Smart TV;0:40:50;0:40:50;Suspenseful, Emotional, Exciting;Crime TV Shows
9/11/21 11:10;0:00:58;Clickbait: Limited Series: The Sister (Episode 1);Sony Sony Android TV 2018 M2 4K Smart TV;0:18:46;Not latest view;Suspenseful, Emotional, Exciting;Crime TV Shows
9/8/21 15:50;0:00:02;Spider-Man 2;Sony Sony Android TV 2018 M2 4K Smart TV;0:00:02;0:00:02;Exciting;Sci-Fi Movies
9/8/21 14:38;1:10:52;Spider-Man;Sony Sony Android TV 2018 M2 4K Smart TV;1:57:02;1:57:02;Exciting;Sci-Fi Movies
9/8/21 14:37;0:01:33;Friends: Season 1: The One with the Blackout (Episode 7);Sony Sony Android TV 2018 M2 4K Smart TV;0:01:33;Not latest view;Witty, Quirky;Sitcoms
9/8/21 14:16;0:20:42;Friends: Season 1: The One with the Butt (Episode 6);Sony Sony Android TV 2018 M2 4K Smart TV;0:20:42;0:20:42;Witty, Quirky;Sitcoms
9/8/21 13:54;0:22:12;Friends: Season 1: The One with the East German Laundry Detergent (Episode 5);Sony Sony Android TV 2018 M2 4K Smart TV;0:22:40;0:22:40;Witty, Quirky;Sitcoms
9/8/21 13:31;0:22:38;Friends: Season 1: The One with George Stephanopoulos (Episode 4);Sony Sony Android TV 2018 M2 4K Smart TV;0:22:41;0:22:41;Witty, Quirky;Sitcoms
9/8/21 13:26;0:04:46;Friends: Season 1: The One with the Thumb (Episode 3);Sony Sony Android TV 2018 M2 4K Smart TV;0:22:46;0:22:46;Witty, Quirky;Sitcoms
9/8/21 10:21;0:18:51;Friends: Season 1: The One with the Thumb (Episode 3);Sony Sony Android TV 2018 M2 4K Smart TV;0:18:01;Not latest view;Witty, Quirky;Sitcoms
9/8/21 10:21;0:00:09;Friends: Season 1: The One with George Stephanopoulos (Episode 4);Sony Sony Android TV 2018 M2 4K Smart TV;0:00:09;Not latest view;Witty, Quirky;Sitcoms
9/6/21 16:44;2:13:30;The Amazing Spider-Man 2;Sony Sony Android TV 2018 M2 4K Smart TV;2:13:30;2:13:30;Exciting;Sci-Fi Movies
9/6/21 16:27;0:06:55;Money Heist: Part 4: Berlin's Wedding (Episode 2);Sony Sony Android TV 2018 M2 4K Smart TV;0:07:05;0:07:05;Suspenseful, Exciting;Crime TV Shows
8/31/21 16:25;1:21:28;He's All That;Sony Sony Android TV 2018 M2 4K Smart TV;1:21:28;1:21:28;Swoonworthy, Charming, Nostalgic;Romantic Comedy Movies
8/3/21 21:06;0:16:21;Outer Banks: Season 1: Dead Calm (Episode 7);Sony Sony Android TV 2018 M2 4K Smart TV;0:31:20;0:31:20;Suspenseful, Exciting;Teen TV Shows
7/24/21 18:39;0:03:40;Never Have I Ever: Season 2: ... thrown a rager (Episode 2);iPhone 12 Pro;0:10:34;0:10:34;Quirky, Feel-Good;Teen TV Shows
7/21/21 14:07;0:06:37;Never Have I Ever: Season 2: ... thrown a rager (Episode 2);iPhone 12 Pro;0:06:53;Not latest view;Quirky, Feel-Good;Teen TV Shows
7/21/21 13:47;0:18:33;Never Have I Ever: Season 2: ... been a playa (Episode 1);iPhone 12 Pro;0:26:09;0:26:09;Quirky, Feel-Good;Teen TV Shows
7/21/21 12:44;0:06:45;Never Have I Ever: Season 2: ... been a playa (Episode 1);iPhone 12 Pro;0:07:06;Not latest view;Quirky, Feel-Good;Teen TV Shows
7/20/21 8:40;0:06:14;Biohackers: Season 2: Enemies (Episode 2);Arcelik PerformMax D2 Smart TV;0:06:44;0:06:44;Emotional;Medical TV Shows
7/20/21 7:38;0:40:10;Biohackers: Season 2: Awake (Episode 1);Arcelik PerformMax D2 Smart TV;0:40:38;0:40:38;Emotional;Medical TV Shows
7/11/21 17:06;1:15:05;Last Summer;iPhone 12 Pro;1:37:14;1:37:14;Intimate, Emotional, Romantic;Drama Movies
7/6/21 16:28;0:28:59;Atypical: Season 1: A Human Female (Episode 2);Sony Sony Android TV 2018 M2 4K Smart TV;0:28:59;0:28:59;Quirky, Heartfelt;Teen TV Shows
7/6/21 14:09;0:21:16;The A List: Season 2: Who We Really Are (Episode 8);Safari MAC (Cadmium);0:25:22;0:25:22;Chilling, Suspenseful;Family Watch TV Shows
7/6/21 13:49;0:20:19;The A List: Season 2: Save Them (Episode 7);Safari MAC (Cadmium);0:22:59;0:22:59;Chilling, Suspenseful;Family Watch TV Shows
7/6/21 13:28;0:17:54;The A List: Season 2: Because of Who I Am (Episode 6);Safari MAC (Cadmium);0:22:48;0:22:48;Chilling, Suspenseful;Family Watch TV Shows
7/6/21 13:06;0:21:04;The A List: Season 2: We Deserve Each Other (Episode 5);Safari MAC (Cadmium);0:23:34;0:23:34;Chilling, Suspenseful;Family Watch TV Shows
7/6/21 12:40;0:18:37;The A List: Season 2: We Were Never Friends (Episode 4);Safari MAC (Cadmium);0:22:43;0:22:43;Chilling, Suspenseful;Family Watch TV Shows
7/6/21 12:18;0:21:00;The A List: Season 2: Two Birds, One Stone (Episode 3);Safari MAC (Cadmium);0:24:44;0:24:44;Chilling, Suspenseful;Family Watch TV Shows
7/6/21 11:57;0:20:32;The A List: Season 2: You Don't Remember Me (Episode 2);Safari MAC (Cadmium);0:24:19;0:24:19;Chilling, Suspenseful;Family Watch TV Shows
7/6/21 11:22;0:20:21;The A List: Season 2: A Second Chance (Episode 1);Safari MAC (Cadmium);0:24:26;0:24:26;Chilling, Suspenseful;Family Watch TV Shows
7/6/21 11:02;0:17:26;The A List: Season 1: The Last Dove (Episode 13);Safari MAC (Cadmium);0:24:33;0:24:33;Chilling, Suspenseful;Family Watch TV Shows
7/6/21 10:42;0:20:21;The A List: Season 1: Run, Mia, Run (Episode 12);Safari MAC (Cadmium);0:24:19;0:24:19;Chilling, Suspenseful;Family Watch TV Shows
7/6/21 10:22;0:19:17;The A List: Season 1: What You Left Behind (Episode 11);Safari MAC (Cadmium);0:24:25;0:24:25;Chilling, Suspenseful;Family Watch TV Shows
7/6/21 10:02;0:18:54;The A List: Season 1: Poison (Episode 10);Safari MAC (Cadmium);0:24:30;0:24:30;Chilling, Suspenseful;Family Watch TV Shows
7/6/21 9:41;0:19:19;The A List: Season 1: Who You Used to Be (Episode 9);Safari MAC (Cadmium);0:24:35;0:24:35;Chilling, Suspenseful;Family Watch TV Shows
7/6/21 9:20;0:20:40;The A List: Season 1: All That's Left of Us (Episode 8);Safari MAC (Cadmium);0:24:01;0:24:01;Chilling, Suspenseful;Family Watch TV Shows
7/6/21 9:04;0:11:54;The A List: Season 1: Nothing Can Survive Alone (Episode 7);Safari MAC (Cadmium);0:24:30;0:24:30;Chilling, Suspenseful;Family Watch TV Shows
7/6/21 8:35;0:17:56;The A List: Season 1: Far From Home (Episode 6);Safari MAC (Cadmium);0:24:33;0:24:33;Chilling, Suspenseful;Family Watch TV Shows
7/6/21 8:18;0:16:19;The A List: Season 1: In for the Kill (Episode 5);Safari MAC (Cadmium);0:23:46;0:23:46;Chilling, Suspenseful;Family Watch TV Shows
7/6/21 7:58;0:18:23;The A List: Season 1: Capture the King (Episode 4);Safari MAC (Cadmium);0:24:27;0:24:27;Chilling, Suspenseful;Family Watch TV Shows
7/6/21 7:53;0:04:59;The A List: Season 1: To Become a Queen (Episode 3);Safari MAC (Cadmium);0:24:15;0:24:15;Chilling, Suspenseful;Family Watch TV Shows
7/5/21 8:27;0:01:01;Young Royals: Season 1: Episode 6;Sony Sony Android TV 2018 M2 4K Smart TV;0:40:57;0:40:57;Intimate, Emotional, Romantic;Romantic TV Dramas
7/5/21 8:26;0:00:04;Biohackers: Season 1: Arrival (Episode 1);Sony Sony Android TV 2018 M2 4K Smart TV;0:00:04;0:00:04;Emotional;Medical TV Shows
7/3/21 0:14;0:31:24;Young Royals: Season 1: Episode 6;iPhone 12 Pro;0:39:57;Not latest view;Intimate, Emotional, Romantic;Romantic TV Dramas
7/2/21 23:44;0:28:15;Young Royals: Season 1: Episode 5;iPhone 12 Pro;0:43:52;0:43:52;Intimate, Emotional, Romantic;Romantic TV Dramas
7/2/21 23:07;0:35:12;Young Royals: Season 1: Episode 4;iPhone 12 Pro;0:44:47;0:44:47;Intimate, Emotional, Romantic;Romantic TV Dramas
7/2/21 22:36;0:30:26;Young Royals: Season 1: Episode 3;iPhone 12 Pro;0:38:12;0:38:12;Intimate, Emotional, Romantic;Romantic TV Dramas
7/2/21 22:17;0:18:05;Young Royals: Season 1: Episode 2;iPhone 12 Pro;0:47:55;0:47:55;Intimate, Emotional, Romantic;Romantic TV Dramas
7/2/21 21:03;0:16:33;Young Royals: Season 1: Episode 2;iPhone 12 Pro;0:26:19;Not latest view;Intimate, Emotional, Romantic;Romantic TV Dramas
7/2/21 20:31;0:08:11;Young Royals: Season 1: Episode 2;Sony Sony Android TV 2018 M2 4K Smart TV;0:08:15;Not latest view;Intimate, Emotional, Romantic;Romantic TV Dramas
7/2/21 19:48;0:40:16;Young Royals: Season 1: Episode 1;Sony Sony Android TV 2018 M2 4K Smart TV;0:40:35;Not latest view;Intimate, Emotional, Romantic;Romantic TV Dramas
7/2/21 15:43;0:00:06;Young Royals: Season 1: Episode 1;Sony Sony Android TV 2018 M2 4K Smart TV;0:00:06;Not latest view;Intimate, Emotional, Romantic;Romantic TV Dramas
7/2/21 10:04;0:22:22;The A List: Season 1: Take Back Control (Episode 2);Sony Sony Android TV 2018 M2 4K Smart TV;0:24:10;0:24:10;Chilling, Suspenseful;Family Watch TV Shows
7/2/21 9:58;0:05:39;The A List: Season 1: Here She Is at Last (Episode 1);Sony Sony Android TV 2018 M2 4K Smart TV;0:24:10;0:24:10;Chilling, Suspenseful;Family Watch TV Shows
7/1/21 17:56;0:00:48;Sex/Life: Season 1: This Must Be the Place (Episode 8);iPhone 12 Pro;0:49:04;0:49:04;Steamy, Intimate;Romantic TV Dramas
7/1/21 17:39;0:13:48;Sex/Life: Season 1: Empire State of Mind (Episode 3);iPhone 12 Pro;0:20:32;0:20:32;Steamy, Intimate;Romantic TV Dramas
7/1/21 17:08;0:26:08;Sex/Life: Season 1: Down in the Tube Station at Midnight (Episode 2);iPhone 12 Pro;0:40:58;0:40:58;Steamy, Intimate;Romantic TV Dramas
7/1/21 16:30;0:35:29;Sex/Life: Season 1: The Wives Are in Connecticut (Episode 1);iPhone 12 Pro;0:42:29;0:42:29;Steamy, Intimate;Romantic TV Dramas
6/30/21 20:51;0:27:33;Silver Skates;Sony Sony Android TV 2018 M2 4K Smart TV;2:10:05;2:10:05;Romantic;Romantic Drama Movies
6/27/21 15:21;0:00:06;Too Hot to Handle: Season 2: You Gotta Watch Out for Pete (Episode 2);iPhone 12 Pro;0:00:17;0:00:17;Scandalous, Steamy;Competition Reality TV
6/27/21 14:50;0:28:15;Too Hot to Handle: Season 2: C**kblocked by a Cone (Episode 1);iPhone 12 Pro;0:42:58;0:42:58;Scandalous, Steamy;Competition Reality TV
6/22/21 13:14;0:23:20;Elite: Season 4: Before I Go (Part II) (Episode 8);Safari MAC (Cadmium);0:43:34;0:43:34;Suspenseful;Teen TV Shows
6/22/21 13:00;0:13:08;Elite: Season 4: Before I Go (Part II) (Episode 8);Safari MAC (Cadmium);0:14:54;Not latest view;Suspenseful;Teen TV Shows
6/22/21 12:25;0:32:44;Elite: Season 4: Before I Go (Part I) (Episode 7);Safari MAC (Cadmium);0:47:03;0:47:03;Suspenseful;Teen TV Shows
6/21/21 14:44;0:07:04;Elite: Season 4: Before I Go (Part I) (Episode 7);Safari MAC (Cadmium);0:09:18;Not latest view;Suspenseful;Teen TV Shows
6/21/21 14:11;0:32:06;Elite: Season 4: I Love You All Wrong (Episode 6);Safari MAC (Cadmium);0:37:48;0:37:48;Suspenseful;Teen TV Shows
6/21/21 13:49;0:19:11;Elite: Season 4: Reintegration (Episode 5);Safari MAC (Cadmium);0:43:15;0:43:15;Suspenseful;Teen TV Shows
6/21/21 13:16;0:17:48;Elite: Season 4: Reintegration (Episode 5);Safari MAC (Cadmium);0:18:44;Not latest view;Suspenseful;Teen TV Shows
6/21/21 12:41;0:23:17;Elite: Season 4: I'm a... (Episode 4);Safari MAC (Cadmium);0:41:44;0:41:44;Suspenseful;Teen TV Shows
6/21/21 11:11;0:09:18;Elite: Season 4: I'm a... (Episode 4);Safari MAC (Cadmium);0:15:57;Not latest view;Suspenseful;Teen TV Shows
6/20/21 18:16;0:03:23;Elite: Season 4: I'm a... (Episode 4);Safari MAC (Cadmium);0:03:49;Not latest view;Suspenseful;Teen TV Shows
6/20/21 17:30;0:44:29;Elite: Season 4: When Lies Dance with Temptation (Episode 3);Safari MAC (Cadmium);0:50:55;0:50:55;Suspenseful;Teen TV Shows
6/20/21 16:41;0:47:19;Elite: Season 4: Five Seconds (Episode 2);Safari MAC (Cadmium);0:50:05;0:50:05;Suspenseful;Teen TV Shows
6/20/21 15:47;0:48:37;Elite: Season 4: The New Order (Episode 1);Safari MAC (Cadmium);0:51:17;0:51:17;Suspenseful;Teen TV Shows
6/20/21 15:40;0:06:33;Elite Short Stories: Carla Samuel: Season 1: Part 2 (Episode 2);Safari MAC (Cadmium);0:09:19;0:09:19;Suspenseful;Teen TV Shows
6/20/21 15:31;0:08:39;Elite Short Stories: Carla Samuel: Season 1: Part 1 (Episode 1);Safari MAC (Cadmium);0:10:47;0:10:47;Suspenseful;Teen TV Shows
6/17/21 17:29;0:04:19;Lupin: Part 2: Chapter 6 (Episode 1);Sony Sony Android TV 2018 M2 4K Smart TV;0:04:19;0:04:19;Witty, Exciting;TV Dramas
6/17/21 17:28;0:00:07;Lupin: Part 1: Chapter 2 (Episode 2);Sony Sony Android TV 2018 M2 4K Smart TV;0:00:07;0:00:07;Witty, Exciting;TV Dramas
6/13/21 17:41;0:21:01;Summertime: Season 2: Episode 2;Sony Sony Android TV 2018 M2 4K Smart TV;0:21:38;0:21:38;Bittersweat, Romantic;Romantic TV Dramas
6/13/21 17:00;0:40:20;Summertime: Season 2: Episode 1;Sony Sony Android TV 2018 M2 4K Smart TV;0:40:20;0:40:20;Bittersweat, Romantic;Romantic TV Dramas
6/13/21 16:59;0:00:23;Modern Family: Season 1: Come Fly with Me (Episode 3);Sony Sony Android TV 2018 M2 4K Smart TV;0:00:23;0:00:23;Witty, Quirky;Sitcoms
6/13/21 13:17;0:41:12;Sweet Tooth: Season 1: Big Man (Episode 8);Safari MAC (Cadmium);0:51:43;0:51:43;Heartfelt;Family Watch TV Shows
6/13/21 12:38;0:31:34;Sweet Tooth: Season 1: When Pubba Met Birdie (Episode 7);Safari MAC (Cadmium);0:36:04;0:36:04;Heartfelt;Family Watch TV Shows
6/13/21 11:45;0:35:02;Sweet Tooth: Season 1: Stranger Danger on a Train (Episode 6);Safari MAC (Cadmium);0:39:42;0:39:42;Heartfelt;Family Watch TV Shows
6/12/21 19:00;0:37:54;Sweet Tooth: Season 1: What's in the Freezer? (Episode 5);Sony Sony Android TV 2018 M2 4K Smart TV;0:37:17;0:37:17;Heartfelt;Family Watch TV Shows
6/12/21 18:20;0:39:55;Sweet Tooth: Season 1: Secret Sauce (Episode 4);Sony Sony Android TV 2018 M2 4K Smart TV;0:40:05;0:40:05;Heartfelt;Family Watch TV Shows
6/12/21 17:42;0:34:25;Sweet Tooth: Season 1: Weird Deer S**t (Episode 3);Sony Sony Android TV 2018 M2 4K Smart TV;0:39:54;0:39:54;Heartfelt;Family Watch TV Shows
6/12/21 16:56;0:45:22;Sweet Tooth: Season 1: Sorry About All the Dead People (Episode 2);Sony Sony Android TV 2018 M2 4K Smart TV;0:47:07;0:47:07;Heartfelt;Family Watch TV Shows
6/11/21 12:22;0:28:09;Sweet Tooth: Season 1: Out of the Deep Woods (Episode 1);Safari MAC (Cadmium);0:51:28;0:51:28;Heartfelt;Family Watch TV Shows
5/30/21 17:54;1:42:23;All The Bright Places;Netflix Chrome MAC (Cadmium) HTML 5;1:42:24;1:42:24;Emotional, Romantic;Drama Movies
5/29/21 19:33;0:39:31;Love 101: Season 1: A Special Moment (Episode 8);Safari MAC (Cadmium);0:44:28;0:44:28;Nostalgic, Heartfelt, Emotional;Teen TV Shows
5/29/21 18:45;0:39:33;Love 101: Season 1: A Turn (Episode 7);Safari MAC (Cadmium);0:45:00;0:45:00;Nostalgic, Heartfelt, Emotional;Teen TV Shows
5/29/21 18:18;0:25:48;Love 101: Season 1: Fun (Episode 6);Safari MAC (Cadmium);0:30:29;0:30:29;Nostalgic, Heartfelt, Emotional;Teen TV Shows
5/29/21 17:43;0:32:41;Love 101: Season 1: Affection (Episode 5);Safari MAC (Cadmium);0:38:01;0:38:01;Nostalgic, Heartfelt, Emotional;Teen TV Shows
5/29/21 17:12;0:30:51;Love 101: Season 1: Longing (Episode 4);Safari MAC (Cadmium);0:31:45;0:31:45;Nostalgic, Heartfelt, Emotional;Teen TV Shows
5/29/21 16:43;0:28:23;Love 101: Season 1: Lust (Episode 3);Safari MAC (Cadmium);0:31:39;0:31:39;Nostalgic, Heartfelt, Emotional;Teen TV Shows
5/29/21 16:03;0:34:24;Love 101: Season 1: Admiration (Episode 2);Safari MAC (Cadmium);0:36:22;0:36:22;Nostalgic, Heartfelt, Emotional;Teen TV Shows
5/29/21 15:20;0:40:28;Love 101: Season 1: The First Moment (Episode 1);Safari MAC (Cadmium);0:41:31;0:41:31;Nostalgic, Heartfelt, Emotional;Teen TV Shows
5/29/21 15:20;0:00:30;Love 101: Season 1: Admiration (Episode 2);Safari MAC (Cadmium);0:00:38;Not latest view;Nostalgic, Heartfelt, Emotional;Teen TV Shows
